Yakit_Hucresi_Verimi_percent,Verim_Tuketim_Orani
0.148085379253426,0.4507556138586241
0.6398570439094133,0.2927380598245805
0.0511714430963169,0.098907216660343
0.3928447994379451,0.4489016665184904
0.2892111597288167,0.2255881955188361
0.0332384327767134,0.5174594506274067
0.4158677436633969,0.7543129365642102
0.1812032148212865,0.2473031054145843
0.5991792613860069,0.4007290654943037
0.3623661031091894,0.3555870958000278
0.7381274507418141,0.323253024557993
0.9125425768317744,0.944923982040949
0.079259617750321,0.3743794607959251
0.0014663745571592,0.4540958898037728
0.2381661891354745,0.1727896307598748
0.6448992412120007,0.3611894674540452
0.3164488956670108,0.135776436720608
0.9006886677366701,0.2696438777129855
0.757243964401794,0.2965083722426804
0.1926591873794661,0.4341951822064345
0.6274169672916752,0.3963370689468503
0.3760336034302203,0.6503922637536858
0.7411234936923234,0.1920257499389752
0.068940870768803,0.2841456968856848
0.8465784475287162,0.3261458499303453
0.5677462163627102,0.338170802964213
0.1871344851480128,0.5527107606903569
0.2416479799007191,0.2971194614680381
0.1848484175863366,0.0626095440362557
0.6085884014346143,0.8222362479963213
0.6215038880097941,0.4630585070766739
0.1863473524942526,0.1500732467594721
0.1807846152120722,0.2545805176482151
0.7518615003545275,0.7175143863803579
0.0087739965380881,0.4571372990377451
0.1026637567401795,0.4513048472223125
0.2401159994925793,0.4300155694994214
0.4601003379488004,0.5281431364320601
0.7595134471986729,0.2922578187046549
0.8852463636616834,0.5575667912933637
0.9723961909106208,0.9725687415565346
0.2547783521131575,0.500957276498957
0.9444745705564476,0.2602368535547505
0.1455342771384924,0.5490020033163188
0.4147016546645616,0.7417327047086759
0.7777326668667506,0.6316457971783827
0.9062374749586688,0.5203721228302871
0.108142279915992,0.1394398747324219
0.5224876809222128,0.134779675429959
0.4776998753618857,0.1762528936115925
0.8056245463898666,0.7789281806960997
0.5208315344647746,0.2975865312896628
0.8879490569704211,0.5655868599530898
0.3061024971401771,0.1418937905809529
0.4515681716407345,0.4205825188680216
0.7013013910010013,0.1818868349019582
0.8058936609024466,0.5988163802792456
0.3405611741670808,0.666738913595265
0.9037461233544208,0.4010614681474536
0.8519584041862559,0.7294711868863075
0.4166084255603666,0.1258065149142053
0.3387147577070468,0.413303971011812
0.5019425436117911,0.1565615624018765
0.884526860079521,0.2450479095185879
0.1883956160003794,0.4230949479901534
0.8049822086299638,0.2657453151928872
0.666829824525931,0.6038298210596793
0.734435257195611,0.5890888919985686
0.0409867208548524,0.4252323104321813
0.19709409944459,0.0593842668770399
0.5667103507856648,0.2539228580311893
0.3632921698319666,0.3334933290516642
0.5460556649488666,0.4344291325577891
0.1929218686104388,0.3454081535067492
0.5818561249380705,0.2950759648485332
0.2198088740003058,0.6513680937769558
0.7926447260102495,0.8650792542710727
0.290621015977778,0.1184558468703014
0.654723043712373,0.6154440262108163
0.9921351893064276,0.6668976769229015
0.2368839363293422,0.20963732036685
0.2993959130874151,0.0960601239579483
0.8092707483554452,0.5758091159618134
0.2358138622994669,0.6063701435204473
0.9743145350886352,0.4672081048322852
0.7947266734162204,0.6036496970906748
0.9075581466837156,0.7864325461299163
0.0359536210941318,0.3933755678433046
0.568988154404015,0.3611816188078367
0.0524188336361927,0.2267738707385362
0.6658559608498199,0.7484309240513909
0.8132081671469107,0.6336322582833842
0.4486037428011418,0.4530335367211744
0.7026262039626072,0.5045635212236894
0.3942863168203425,0.768146232589477
0.9177137839836288,0.30214307091843
0.0859997484379214,0.073588891920696
0.0494878398864195,0.5632762125634194
0.4303842238040065,0.4519451308668651
0.7356092193886076,0.8933163207594286
0.5989880985580869,0.4833286239386537
0.744767383377084,0.4159112626066357
0.3237427917295065,0.2707791864733524
0.8136915611379074,0.5007783857655341
0.4973630328283768,0.2307698103799416
0.6554036733115518,0.8586722357309183
0.1007619694192749,0.0711690773754089
0.0832685276502262,0.4320742405240302
0.4331424453583419,0.3847043828514599
0.2783291848365999,0.1800990051815021
0.6731026446466899,0.4346725294327593
0.7039363276292853,0.1862955917880656
0.3197378164017101,0.2300802605864964
0.9095256454849264,0.4773242788218335
0.910308910091744,0.6449182614279823
0.1327884463027242,0.2384819322273874
0.7342114283543841,0.3253201687800058
0.5119984369552286,0.128847673443059
0.4089736520901299,0.1119241589417654
0.7950692337474999,0.6255792821374075
0.8312262222781656,0.211561203417476
0.9288855096587896,0.9433836260234242
0.2453363680734774,0.2454098913598987
0.4424098988251213,0.1687271617958629
0.595867689826914,0.6975825063846013
0.5932489266958534,0.4541605014423471
0.8922161024654802,0.7809701323834323
0.1040940749531138,0.5203995153884973
0.8206385776694356,0.6254553690233942
0.8494058427313851,0.6127357432059661
0.4978629801605215,0.5835424035533517
0.6784526980559775,0.7824872311959592
0.1156408475017426,0.0745356278625794
0.5624516486744069,0.5636030480989325
0.9356295169543732,0.5380520093025438
0.7614450379187888,0.8391979611331898
0.3618023501071024,0.2759111232081788
0.1949577747041448,0.1814768410746179
0.5114925872404799,0.3433758627923646
0.5684319241781972,0.8275150504818884
0.2530557985939667,0.1815983458253314
0.5596371346184715,0.8342111155120443
0.9596660797045526,0.7731818974862494
0.0235622256145502,0.2848915891126775
0.5441997911227059,0.219593358935801
0.5713234446335385,0.5167469720882927
0.5748631911430954,0.313751331880687
0.9164183110234152,0.6861553415173556
-0.0101602505107743,0.4708292924623009
0.3372834193309806,0.2298024665321797
0.2411831106913835,0.1531947654189278
0.7315181705022171,0.4181714417564117
0.9115848144100758,0.6598675792080948
0.1511677473521571,0.5976387129694616
0.3917038910845708,0.2096639858828726
0.2987661275331953,0.6582018772706926
0.8225962849492071,0.4336692973548509
0.8548742597498648,0.4131062263069796
0.2988186380316451,0.7271050902483864
0.452092833947087,0.3187066089119079
0.5223321307902093,0.3969785907696934
0.5293044854260817,0.2754135555341366
0.2051786069928214,0.0960356845631222
0.7831316863058858,0.5091648667359159
0.4763824431893972,0.1423449719412519
0.0773551741361994,0.1893040665157594
0.2337817724804962,0.4259349447234806
0.8610398002463189,0.8612522792990631
0.7669719795599683,0.4125055768065687
0.4512408407684828,0.5274956142618915
0.5049315849719819,0.1638422798313338
0.5950907689808442,0.2541573769520151
0.3675771568375046,0.1816337658729554
0.4752318612063284,0.498384880451997
0.9939743151163604,0.5299514291047269
0.1813898124627702,0.5985713552725931
0.5877155335636708,0.4485283202608108
0.8962194285377826,0.2746302441983599
0.2079040360341615,0.1664643905239118
0.0763306675187238,0.1240820298477273
0.760803401035109,0.2371204185163181
0.8337948615783368,0.795450292738981
0.7630634251147619,0.8460403592462564
0.2703400837257408,0.132001968167604
0.1229924882568325,0.3523648469556111
0.0203892355750814,0.1464093558951354
0.2638165072230084,0.0939876913975564
0.4919445486222251,0.5078878342942259
0.1536344542419232,0.2175832965590843
0.9611296696197984,0.6766566615948642
0.4405302611933184,0.5776038726763391
0.7080506767079299,0.6521444644848177
0.8595496557761236,0.5936531078082369
0.3593687060485324,0.1725747851762904
0.48615184271426,0.2109522329690847
0.8834746181672657,0.7138642110466121
0.7116733507182014,0.2456712989287208
0.6466312272941241,0.331554561961721
0.2387894196771849,0.4809720876315393
0.8226349520668413,0.5578062216450806
0.6696551005977804,0.6722150870296153
0.7868835916672587,0.8371112108146732
0.646636432789402,0.7861569197445675
0.7898809184328623,0.8089306952598018
0.1229672312725549,0.4140317466384006
0.1565775443055643,0.3660599586226916
0.5282155270743827,0.6673414261533024
0.0681330604501075,0.3524371605999337
0.575177751678472,0.4497990050527126
0.6572952697089431,0.220812221810998
0.1256102457114698,0.6636479698044366
0.6638908126365933,0.4541174387330575
0.896164888782583,0.4866453738596037
0.7959797369328174,0.262365574594583
0.7830352350418197,0.4836793505130214
0.0259562275272748,0.1998086525865954
0.0418366632432115,0.5285505551726842
0.1869627630340452,0.4176221192508021
0.1812345806696985,0.1680250506251635
0.74086191348679,0.2549839440738703
0.7835059986162182,0.5181060634120288
0.4885214874892858,0.2285884069012458
0.9837732746848108,0.6003961859864574
0.2132852408169602,0.2411000260040067
0.4884828782120596,0.4234079075961653
0.9246130141819034,0.2706015084699054
0.1818080452176005,0.6056342129796803
0.4609433489555822,0.134541735389068
0.1291206621269589,0.2690755630089128
0.6927244252279031,0.8539610416681191
0.8199837106866683,0.4065797667027269
0.3740282430737626,0.7078442785662368
0.1202173781164388,0.6378959550583565
0.279481927854207,0.3980128404817456
0.1610237714902873,0.4506556738819977
0.0535848938102881,0.455346840539326
0.0820763477353718,0.3856639192254678
0.1484300062162784,0.4736540804413842
0.0554816360836118,0.3516340105543141
0.6306983091363465,0.6471440269098168
0.4888610204237889,0.164085999704088
0.8258433563840104,0.3618027420360185
0.0388123018566625,0.1121568867804673
0.5486559198145081,0.3149776678975948
0.6318818424962384,0.2338883334543332
0.6370970419813032,0.463315622742275
0.2991916395529292,0.1512214427713409
0.4760263579377369,0.118468349184419
0.1097419983587353,0.631495050475966
0.811549390815737,0.8390398884139615
0.4191830944182504,0.2135296136446478
0.0473251234055045,0.0577941321074738
0.6051351562448318,0.5225991029027235
0.6627391886598012,0.492880301506724
0.4026461492227533,0.5608288723347176
0.212863020798582,0.3115479602440889
0.6286336168230361,0.5730130519828209
0.6418602227673507,0.2954739272254814
0.4639782778059353,0.3551450213950513
0.4063563909842799,0.653428485914061
0.5582794730454999,0.6391061754189813
0.3497003000592347,0.2968843210140077
0.7024756977837772,0.649798215627712
0.6774021917524992,0.2128401363823553
0.3758394306920989,0.4548461702494959
0.5432953710719383,0.7129693906167246
0.1749399777653213,0.2543614036147212
0.8552250913862726,0.2362583252806389
0.0201289096807064,0.4096914973799026
0.8321105166363743,0.4325832166493749
0.7329258025104721,0.2826323971168021
0.7113785817722165,0.2338330517817118
0.5319108877501789,0.7326871436245516
0.4451434262911089,0.6687646651574206
0.6143749170572352,0.1854798583887253
0.8978302094721959,0.4587977036242028
0.2039203569132821,0.3184943074248121
0.0529401978699963,0.2209973379629699
0.9203346326231048,0.4997667285117907
0.683354901553205,0.7184254592991701
0.7020130847820871,0.6961438757814211
0.633654162615709,0.357950136277227
0.3491530194166072,0.1004033843435325
0.2096033989230759,0.5434574130339676
0.2533566402219334,0.1203054559622802
0.6929862047948342,0.3049823275536567
0.4403900176098183,0.5339003069652639
0.5583805145248596,0.1742734060622147
0.3244422372291007,0.3701748558690609
0.7115866405645799,0.4164049113859681
0.8354712442979171,0.6253978766827549
0.0512551750852719,0.4490398966120527
0.2182934857279264,0.1144198385113073
0.0414455212705515,0.1454440947027333
0.6766768312798463,0.425300901786932
0.301449733703952,0.1098435254479461
0.4802989762727527,0.4469406490303862
0.9044410160418718,0.3784621149851387
0.1110533369998049,0.4830217093734358
0.0437848414498496,0.2970498480182922
0.453562032029839,0.376181572368231
0.0008027830842272,0.0586265059444693
0.5893780282670426,0.4360535152230351
0.1842807247283641,0.3494224595742602
0.7996992933654292,0.2380316403380304
0.5929567026416545,0.2608144558249662
0.12641715473955,0.4489109775106841
0.9178585697895044,0.90056361999506
0.1595791125803041,0.4828014059321445
0.4928601734925223,0.40475796538307
0.8435890442027834,0.3208615647539972
0.1171473485877356,0.1187369686157655
0.3904440417204103,0.2142957930670422
